category,product_name,variant_text,brand,mrp_inr,main_image_url,alt_image_urls
Bathing Soaps,Boroplus Antiseptic & Moisturising Soap - Pack of 6,6 x 125 g,Boroplus,438,https://cdn.grofers.com/da/cms-assets/cms/product/8a7764be-50fc-48a6-8537-4fcb9903780f.png,https://cdn.grofers.com/da/cms-assets/cms/product/7c225427-45cb-4572-865c-de926ed60956.jpg|https://cdn.grofers.com/da/cms-assets/cms/product/b87de0e8-ad33-4d73-9ffb-6466ea449a9d.jpg|https://cdn.grofers.com/da/cms-assets/cms/product/802d5cd8-1fc1-4b0e-82df-33d6f14b996f.jpg|https://cdn.grofers.com/da/cms-assets/cms/product/e55c7780-6846-48b1-bf86-9dc348e280d4.jpg|https://cdn.grofers.com/da/cms-assets/cms/product/4cba0876-8379-46d4-8eee-db587ad482ec.jpg|https://cdn.grofers.com/da/cms-assets/cms/product/a6f28173-7e79-4562-9960-e55ebdbf858d.jpg|https://cdn.grofers.com/da/cms-assets/cms/product/5e85d2a8-33cb-4843-906d-a71cdab9c7c5.jpg|https://cdn.grofers.com/da/cms-assets/cms/product/88c30ac5-e978-4d79-8670-cc203683f1bc.jpg|https://cdn.grofers.com/da/cms-assets/cms/product/4a69afc9-035a-44cd-a07d-52f520af29fd.jpg
Bathing Soaps,Godrej No.1 Sandal & Turmeric Soap 4 x 150 g - Buy 3 Get 1 Free,4 x 150 g,Godrej No.1,210,https://cdn.grofers.com/da/cms-assets/cms/product/090f6760-ff90-4ef7-84e9-62d3abd4cc80.png,https://cdn.grofers.com/da/cms-assets/cms/product/e86ae50d-e108-47d4-a245-b421830040a6.png|https://cdn.grofers.com/da/cms-assets/cms/product/c28489cb-620c-4fc0-b779-4f7b9c729f54.png|https://cdn.grofers.com/da/cms-assets/cms/product/19cb49d9-2416-4a0f-ad8f-cc4c266319f1.png|https://cdn.grofers.com/da/cms-assets/cms/product/ec247e4e-429d-454c-a9e0-ac89d32b1570.png|https://cdn.grofers.com/da/cms-assets/cms/product/d6166937-afe6-4b1d-939f-7f6aa99b9f9e.png|https://cdn.grofers.com/da/cms-assets/cms/product/86ee7d59-42a6-4979-9acc-63c81e7f36e1.png|https://cdn.grofers.com/da/cms-assets/cms/product/f7a53a2e-c9c3-40cd-9325-a74133e371b4.png
Bathing Soaps,Hamam Neem Tulsi and Aloe Vera Soap - Pack of 3,3 x 150 g,Hamam,174,https://cdn.grofers.com/da/cms-assets/cms/product/f2582361-48aa-4ab7-8ef5-5dc6a4a46d4f.png,https://cdn.grofers.com/da/cms-assets/cms/product/60e7749f-6974-494c-81c7-30143b2b7fd6.png|https://cdn.grofers.com/da/cms-assets/cms/product/e5675667-ca2b-47c1-8926-692b4cfac1b5.png|https://cdn.grofers.com/da/cms-assets/cms/product/2a90b6eb-970a-4cce-9a90-f51279223c99.png|https://cdn.grofers.com/da/cms-assets/cms/product/5cc87eed-c67b-48cd-8b4c-6dfba6737fbb.png|https://cdn.grofers.com/da/cms-assets/cms/product/4a3b7966-cd10-4275-bb4a-1f1b8fd899ef.png
Bathing Soaps,Lifebuoy Total 10 Germ Protection Bathing Soap - Pack of 7,7 x 125 g,Lifebuoy Total 10,310,https://cdn.grofers.com/da/cms-assets/cms/product/cb64f7b2-1251-4b73-98c9-bcfb43bfdb2b.png,https://cdn.grofers.com/da/cms-assets/cms/product/e6c45799-c10f-43d2-946d-3dcbddfc7cf2.png|https://cdn.grofers.com/da/cms-assets/cms/product/c12d0916-be17-4952-9fc3-914fdd87c451.png|https://cdn.grofers.com/da/cms-assets/cms/product/58f10031-6b80-4b96-989d-d347dca4ece3.png|https://cdn.grofers.com/da/cms-assets/cms/product/51974637-887d-46a2-83d2-2a25b6f55b63.png|https://cdn.grofers.com/da/cms-assets/cms/product/6e5cc435-2713-4b5a-8b9d-cd9deb1851e9.png|https://cdn.grofers.com/da/cms-assets/cms/product/9a56efd3-416a-4334-a333-8a3bf257ab9d.png
